year,constituency,constituency_type,n_member,candidate,party,party_name,votes,votes_perc,rank,result
1980,Kim Keat,SMC,1,Ong Teng Cheong,PAP,People's Action Party,0,,1,won_uncontested
1980,Kim Seng,SMC,1,Yeo Ning Hong,PAP,People's Action Party,11109,80.55,1,won
1980,Kim Seng,SMC,1,Seow Yong Chew,WP,Workers' Party,2682,19.45,2,lost
1980,Kolam Ayer,SMC,1,Sidek B Saniff,PAP,People's Action Party,16995,80.35,1,won
1980,Kolam Ayer,SMC,1,Mohamed Monsor Rahman,UF,United Front,4155,19.65,2,lost
1980,Kreta Ayer,SMC,1,Goh Keng Swee,PAP,People's Action Party,0,,1,won_uncontested
1980,Kuo Chuan,SMC,1,P Selvadurai,PAP,People's Action Party,12378,75.92,1,won
1980,Kuo Chuan,SMC,1,Sim Chit Giak,BS,Barisan Sosialis,3925,24.08,2,lost
1980,Leng Kee,SMC,1,Ow Chin Hock,PAP,People's Action Party,0,,1,won_uncontested
1980,MacPherson,SMC,1,Chua Sian Chin,PAP,People's Action Party,15280,86.89,1,won
1980,MacPherson,SMC,1,Haji Darus Shariff,UPF,United People's Front,2306,13.11,2,lost
1980,Marine Parade,SMC,1,Goh Chok Tong,PAP,People's Action Party,0,,1,won_uncontested
1980,Moulmein,SMC,1,Sia Khoon Seong,PAP,People's Action Party,0,,1,won_uncontested
1980,Mountbatten,SMC,1,Yap Giau Cheng Eugene,PAP,People's Action Party,0,,1,won_uncontested
1980,Nee Soon,SMC,1,Koh Lip Lin,PAP,People's Action Party,0,,1,won_uncontested
1980,Pasir Panjang,SMC,1,Abbas Abu Amin,PAP,People's Action Party,11824,72.57,1,won
1980,Pasir Panjang,SMC,1,Zainul Abiddin B Mohd Shah,WP,Workers' Party,4470,27.43,2,lost
1980,Paya Lebar,SMC,1,Sia Kah Hui,PAP,People's Action Party,0,,1,won_uncontested
1980,Potong Pasir,SMC,1,Howe Yoon Chong,PAP,People's Action Party,5509,59.05,1,won
1980,Potong Pasir,SMC,1,Chiam See Tong,SDP,Singapore Democratic Party,3821,40.95,2,lost
1980,Punggol,SMC,1,Ng Kah Ting,PAP,People's Action Party,17103,78.86,1,won
1980,Punggol,SMC,1,Chua Nguan Key,UF,United Front,4585,21.14,2,lost
1980,Queenstown,SMC,1,Jek Yeun Thong,PAP,People's Action Party,0,,1,won_uncontested
1980,Radin Mas,SMC,1,M K A Jabbar,PAP,People's Action Party,11335,64.07,1,won
1980,Radin Mas,SMC,1,Wong Hong Toy,WP,Workers' Party,6356,35.93,2,lost
1980,River Valley,SMC,1,Tay Eng Soon,PAP,People's Action Party,0,,1,won_uncontested
1980,Rochore,SMC,1,Toh Chin Chye,PAP,People's Action Party,0,,1,won_uncontested
1980,Sembawang,SMC,1,Tony Tan Keng Yam,PAP,People's Action Party,13415,81.55,1,won
1980,Sembawang,SMC,1,Harbans Singh,UPF,United People's Front,3035,18.45,2,lost
1980,Serangoon Gardens,SMC,1,Lau Teik Soon,PAP,People's Action Party,0,,1,won_uncontested
1980,Siglap,SMC,1,A Rahim Ishak,PAP,People's Action Party,11564,77.91,1,won
1980,Siglap,SMC,1,R G Scharenguivel,WP,Workers' Party,3278,22.09,2,lost
1980,Tampines,SMC,1,Phua Bah Lee,PAP,People's Action Party,15065,85.92,1,won
1980,Tampines,SMC,1,Kasim Ibrahim,UPF,United People's Front,2469,14.08,2,lost
1980,Tanah Merah,SMC,1,Lee Chiaw Meng,PAP,People's Action Party,0,,1,won_uncontested
1980,Tanglin,SMC,1,Barker Edmund William,PAP,People's Action Party,0,,1,won_uncontested
1980,Tanjong Pagar,SMC,1,Lee Kuan Yew,PAP,People's Action Party,11730,92.74,1,won
1980,Tanjong Pagar,SMC,1,Wee Lai Seng Johnny,UF,United Front,555,4.39,2,lost_deposit
1980,Tanjong Pagar,SMC,1,Lee Mun Hung,UPF,United People's Front,363,2.87,3,lost_deposit
1980,Telok Ayer,SMC,1,Ong Pang Boon,PAP,People's Action Party,0,,1,won_uncontested
1980,Telok Blangah,SMC,1,Rohan Bin Kamis,PAP,People's Action Party,9187,53.02,1,won
1980,Telok Blangah,SMC,1,J B Jeyaretnam,WP,Workers' Party,8141,46.98,2,lost
1980,Thomson,SMC,1,Chau Sik Ting,PAP,People's Action Party,0,,1,won_uncontested
1980,Tiong Bahru,SMC,1,Ch'ng Jit Koon,PAP,People's Action Party,0,,1,won_uncontested
1980,Toa Payoh,SMC,1,Cheong Yuen Chee,PAP,People's Action Party,9872,76.73,1,won
1980,Toa Payoh,SMC,1,Ng Ho,BS,Barisan Sosialis,2994,23.27,2,lost
1980,Ulu Pandan,SMC,1,Chiang Hai Ding,PAP,People's Action Party,0,,1,won_uncontested
1980,West Coast,SMC,1,Wan Soon Bee,PAP,People's Action Party,15185,84.43,1,won
1980,West Coast,SMC,1,M Ramasamy,SJP,Singapore Justice Party,2801,15.57,2,lost
1980,Whampoa,SMC,1,Tan Hui Heng Augustine,PAP,People's Action Party,0,,1,won_uncontested
1980,Yio Chu Kang,SMC,1,Lau Ping Sum,PAP,People's Action Party,11607,87.53,1,won
1980,Yio Chu Kang,SMC,1,L S Piaro,UPF,United People's Front,1653,12.47,2,lost_deposit
1984,Alexandra,SMC,1,Tan Soo Khoon,PAP,People's Action Party,12172,66.79,1,won
1984,Alexandra,SMC,1,J C Corera,WP,Workers' Party,6053,33.21,2,lost
1984,Aljunied,SMC,1,Chin Harn Tong,PAP,People's Action Party,0,,1,won_uncontested
1984,Ang Mo Kio,SMC,1,Yeo Toon Chia,PAP,People's Action Party,9909,72.75,1,won
1984,Ang Mo Kio,SMC,1,Ang Bee Lian,UPF,United People's Front,3711,27.25,2,lost
1984,Anson,SMC,1,J B Jeyaretnam,WP,Workers' Party,9909,56.81,1,won
1984,Anson,SMC,1,Ng Pock Too,PAP,People's Action Party,7533,43.19,2,lost
1984,Ayer Rajah,SMC,1,Tan Cheng Bock,PAP,People's Action Party,14050,75.44,1,won
1984,Ayer Rajah,SMC,1,A R Suib,JPS,Justice Party Singapore,4575,24.56,2,lost
1984,Bedok,SMC,1,S Jayakumar,PAP,People's Action Party,10972,68.95,1,won
1984,Bedok,SMC,1,Lee Chin Teck,SUF,Singapore United Front,4941,31.05,2,lost
1984,Bo Wen,SMC,1,S Vasoo,PAP,People's Action Party,10299,74.7,1,won
1984,Bo Wen,SMC,1,Sh Ahmad Salim,UPF,United People's Front,3488,25.3,2,lost
1984,Boon Lay,SMC,1,Goh Chee Wee,PAP,People's Action Party,12490,69.65,1,won
1984,Boon Lay,SMC,1,Reveendran Sasi,SUF,Singapore United Front,5443,30.35,2,lost
1984,Boon Teck,SMC,1,Ho Tat Kin,PAP,People's Action Party,10224,56.16,1,won
1984,Boon Teck,SMC,1,Lee Siew Choh,BS,Barisan Sosialis,7982,43.84,2,lost
1984,Braddell Heights,SMC,1,Goh Choon Kang,PAP,People's Action Party,0,,1,won_uncontested
1984,Brickworks,SMC,1,Ahmad Mattar,PAP,People's Action Party,8389,66.27,1,won
1984,Brickworks,SMC,1,Mohd Taib B Saffar,WP,Workers' Party,4270,33.73,2,lost
1984,Bukit Batok,SMC,1,Chai Chong Yii,PAP,People's Action Party,14767,78.27,1,won
1984,Bukit Batok,SMC,1,Tan Jue Kit,UPF,United People's Front,4099,21.73,2,lost
1984,Bukit Merah,SMC,1,Lim Chee Onn,PAP,People's Action Party,0,,1,won_uncontested
1984,Bukit Panjang,SMC,1,Lee Yiok Seng,PAP,People's Action Party,0,,1,won_uncontested
1984,Bukit Timah,SMC,1,Wang Kai Yuen,PAP,People's Action Party,0,,1,won_uncontested
1984,Buona Vista,SMC,1,Ang Kok Peng,PAP,People's Action Party,0,,1,won_uncontested
1984,Cairnhill,SMC,1,Wong Kwei Cheong,PAP,People's Action Party,0,,1,won_uncontested
1984,Changi,SMC,1,Teo Chong Tee,PAP,People's Action Party,12195,65.75,1,won
1984,Changi,SMC,1,Sim Peng Kim,SUF,Singapore United Front,6353,34.25,2,lost
1984,Changkat,SMC,1,Aline K Wong,PAP,People's Action Party,10310,58.56,1,won
1984,Changkat,SMC,1,Soon Kia Seng,SDP,Singapore Democratic Party,7297,41.44,2,lost
1984,Cheng San,SMC,1,Lee Yock Suan,PAP,People's Action Party,0,,1,won_uncontested
1984,Chong Boon,SMC,1,S Chandra Das,PAP,People's Action Party,11058,56.02,1,won
1984,Chong Boon,SMC,1,Ling How Dung,SDP,Singapore Democratic Party,8681,43.98,2,lost
1984,Chua Chu Kang,SMC,1,Tang See Chim,PAP,People's Action Party,13254,54.84,1,won
1984,Chua Chu Kang,SMC,1,Chan Keng Sieng,WP,Workers' Party,10720,44.35,2,lost
1984,Chua Chu Kang,SMC,1,Teo Kim Hoe,UPF,United People's Front,196,0.81,3,lost_deposit
1984,Clementi,SMC,1,Bernard Chen Tien Lap,PAP,People's Action Party,0,,1,won_uncontested
1984,Delta,SMC,1,Yeo Choo Kok,PAP,People's Action Party,7987,58.72,1,won
1984,Delta,SMC,1,Chua Chwee Huat Peter,WP,Workers' Party,5614,41.28,2,lost
1984,Eunos,SMC,1,Zulkifli Mohammed,PAP,People's Action Party,10494,64.81,1,won
1984,Eunos,SMC,1,Chong Tung Shang,SUF,Singapore United Front,5697,35.19,2,lost
1984,Fengshan,SMC,1,Arthur Beng Kian Lam,PAP,People's Action Party,11216,65.13,1,won
1984,Fengshan,SMC,1,Chng Chin Siah,SUF,Singapore United Front,6005,34.87,2,lost
1984,Geylang Serai,SMC,1,Othman Haron Eusofe,PAP,People's Action Party,14564,65.57,1,won
1984,Geylang Serai,SMC,1,Mohamed Monsor Rahman,SUF,Singapore United Front,7649,34.43,2,lost
1984,Geylang West,SMC,1,Teh Cheang Wan,PAP,People's Action Party,13798,66.83,1,won
1984,Geylang West,SMC,1,Lim Tiong Hock,SUF,Singapore United Front,6847,33.17,2,lost
1984,Henderson,SMC,1,Lai Tha Chai,PAP,People's Action Party,9695,58.8,1,won
1984,Henderson,SMC,1,Chon Koon Cheong,WP,Workers' Party,6793,41.2,2,lost
1984,Hong Kah,SMC,1,Yeo Cheow Tong,PAP,People's Action Party,0,,1,won_uncontested
1984,Jalan Besar,SMC,1,Lee Boon Yang,PAP,People's Action Party,9236,64.43,1,won
1984,Jalan Besar,SMC,1,A Balakrishnan,WP,Workers' Party,5100,35.57,2,lost
1984,Jalan Kayu,SMC,1,Heng Chiang Meng,PAP,People's Action Party,11985,51.22,1,won
1984,Jalan Kayu,SMC,1,D Nair,WP,Workers' Party,11414,48.78,2,lost
1984,Joo Chiat,SMC,1,Yeoh Ghim Seng,PAP,People's Action Party,0,,1,won_uncontested
1984,Jurong,SMC,1,Ho Kah Leong,PAP,People's Action Party,0,,1,won_uncontested
1984,Kaki Bukit,SMC,1,Chew Heng Ching,PAP,People's Action Party,10229,52.28,1,won
1984,Kaki Bukit,SMC,1,Tan Chee Kien,SUF,Singapore United Front,9336,47.72,2,lost
1984,Kallang,SMC,1,S Dhanabalan,PAP,People's Action Party,11256,64.95,1,won
1984,Kallang,SMC,1,A L Sundram,WP,Workers' Party,6075,35.05,2,lost
1984,Kampong Chai Chee,SMC,1,Fong Sip Chee,PAP,People's Action Party,12125,57.16,1,won
1984,Kampong Chai Chee,SMC,1,Seow Khee Leng,SUF,Singapore United Front,9087,42.84,2,lost
1984,Kampong Glam,SMC,1,S Rajaratnam,PAP,People's Action Party,0,,1,won_uncontested
1984,Kampong Kembangan,SMC,1,Yatiman Yusof,PAP,People's Action Party,10326,55.71,1,won
1984,Kampong Kembangan,SMC,1,Mohamed Jufrie Bin Mahmood,WP,Workers' Party,8210,44.29,2,lost
1984,Kampong Ubi,SMC,1,Wan Hussin Zoohri,PAP,People's Action Party,8378,63.73,1,won
1984,Kampong Ubi,SMC,1,Hj Abd Rahman Zin,PKMS,Pertubuhan Kebangsaan Melayu Singapura,4768,36.27,2,lost
1984,Kebun Baru,SMC,1,Lim Boon Heng,PAP,People's Action Party,12311,75.84,1,won
1984,Kebun Baru,SMC,1,Harbans Singh,UPF,United People's Front,3921,24.16,2,lost
1984,Khe Bong,SMC,1,Tang Guan Seng,PAP,People's Action Party,9221,62.53,1,won
1984,Khe Bong,SMC,1,Sim Say Chuan,BS,Barisan Sosialis,5525,37.47,2,lost
1984,Kim Keat,SMC,1,Ong Teng Cheong,PAP,People's Action Party,0,,1,won_uncontested
1984,Kim Seng,SMC,1,Yeo Ning Hong,PAP,People's Action Party,0,,1,won_uncontested
1984,Kolam Ayer,SMC,1,Sidek B Saniff,PAP,People's Action Party,12812,57.91,1,won
1984,Kolam Ayer,SMC,1,G S Roy,WP,Workers' Party,9311,42.09,2,lost
1984,Kreta Ayer,SMC,1,Hu Tsu Tau,PAP,People's Action Party,11083,83.17,1,won
1984,Kreta Ayer,SMC,1,Lee Mun Hung,Independent,,2242,16.83,2,lost
1984,Kuo Chuan,SMC,1,Wong Kan Seng,PAP,People's Action Party,11162,64.55,1,won
1984,Kuo Chuan,SMC,1,Sim Chit Giak,BS,Barisan Sosialis,6129,35.45,2,lost
1984,Leng Kee,SMC,1,Ow Chin Hock,PAP,People's Action Party,9190,66.84,1,won
1984,Leng Kee,SMC,1,Armstrong G B,WP,Workers' Party,4559,33.16,2,lost
1984,MacPherson,SMC,1,Chua Sian Chin,PAP,People's Action Party,0,,1,won_uncontested
1984,Marine Parade,SMC,1,Goh Chok Tong,PAP,People's Action Party,15228,70.93,1,won
1984,Marine Parade,SMC,1,De Gracias Gertrude M,SUF,Singapore United Front,6242,29.07,2,lost
1984,Moulmein,SMC,1,Sia Khoon Seong,PAP,People's Action Party,0,,1,won_uncontested
1984,Mountbatten,SMC,1,Eugene Yap Giau Cheng,PAP,People's Action Party,16077,81.32,1,won
1984,Mountbatten,SMC,1,Tan Ah Teng,Independent,,3692,18.68,2,lost
1984,Nee Soon,SMC,1,Koh Lip Lin,PAP,People's Action Party,18444,74.24,1,won
1984,Nee Soon,SMC,1,Quek Teow Chuan,SUF,Singapore United Front,6401,25.76,2,lost
1984,Pasir Panjang,SMC,1,Abbas Abu Amin,PAP,People's Action Party,9316,59.35,1,won
1984,Pasir Panjang,SMC,1,John Gan Eng Guan,WP,Workers' Party,6022,38.36,2,lost
1984,Pasir Panjang,SMC,1,M Sani Jan,AI,Angkatan Islam Singapura (Angkasa),359,2.29,3,lost_deposit
1984,Paya Lebar,SMC,1,Philip Tan Tee Yong,PAP,People's Action Party,0,,1,won_uncontested
1984,Potong Pasir,SMC,1,Chiam See Tong,SDP,Singapore Democratic Party,10128,60.28,1,won
1984,Potong Pasir,SMC,1,Mah Bow Tan,PAP,People's Action Party,6674,39.72,2,lost
1984,Punggol,SMC,1,Ng Kah Ting,PAP,People's Action Party,14904,65.09,1,won
1984,Punggol,SMC,1,Sim Ah Leng,SUF,Singapore United Front,7995,34.91,2,lost
1984,Queenstown,SMC,1,Jek Yeun Thong,PAP,People's Action Party,0,,1,won_uncontested
1984,Radin Mas,SMC,1,Chng Hee Kok,PAP,People's Action Party,9997,53.78,1,won
1984,Radin Mas,SMC,1,Wong Hong Toy,WP,Workers' Party,8590,46.22,2,lost
1984,River Valley,SMC,1,Tay Eng Soon,PAP,People's Action Party,0,,1,won_uncontested
1984,Rochore,SMC,1,Toh Chin Chye,PAP,People's Action Party,0,,1,won_uncontested
1984,Sembawang,SMC,1,Tony Tan Keng Yam,PAP,People's Action Party,15948,77.42,1,won
1984,Sembawang,SMC,1,Stanley Mariadass,Independent,,4652,22.58,2,lost
1984,Serangoon Gardens,SMC,1,Lau Teik Soon,PAP,People's Action Party,0,,1,won_uncontested
1984,Siglap,SMC,1,Abdullah B Tarmugi,PAP,People's Action Party,0,,1,won_uncontested
1984,Tampines,SMC,1,Phua Bah Lee,PAP,People's Action Party,13163,72.34,1,won
1984,Tampines,SMC,1,Kasmin B Ibrahim,UPF,United People's Front,5032,27.66,2,lost
1984,Tanah Merah,SMC,1,Ibrahim Othman,PAP,People's Action Party,11093,68.08,1,won
1984,Tanah Merah,SMC,1,Ng Lep Chong,SUF,Singapore United Front,5201,31.92,2,lost
1984,Tanglin,SMC,1,E W Barker,PAP,People's Action Party,0,,1,won_uncontested
1984,Tanjong Pagar,SMC,1,Lee Kuan Yew,PAP,People's Action Party,0,,1,won_uncontested
1984,Teck Ghee,SMC,1,Lee Hsien Loong,PAP,People's Action Party,12794,80.38,1,won
1984,Teck Ghee,SMC,1,Giam Lai Cheng,UPF,United People's Front,3123,19.62,2,lost
1984,Telok Ayer,SMC,1,Ong Pang Boon,PAP,People's Action Party,0,,1,won_uncontested
1984,Telok Blangah,SMC,1,Koh Lam Son,PAP,People's Action Party,10150,55.02,1,won
1984,Telok Blangah,SMC,1,Rajaratnam Murugason,WP,Workers' Party,8299,44.98,2,lost
1984,Thomson,SMC,1,Leong Horn Kee,PAP,People's Action Party,0,,1,won_uncontested
1984,Tiong Bahru,SMC,1,Ch'ng Jit Koon,PAP,People's Action Party,0,,1,won_uncontested
1984,Toa Payoh,SMC,1,Cheong Yuen Chee,PAP,People's Action Party,8559,65.16,1,won
1984,Toa Payoh,SMC,1,Ng Ho,BS,Barisan Sosialis,4576,34.84,2,lost
1984,Ulu Pandan,SMC,1,Dixie Tan-Lee Mo Chun,PAP,People's Action Party,0,,1,won_uncontested
1984,West Coast,SMC,1,Wan Soon Bee,PAP,People's Action Party,19745,75.72,1,won
1984,West Coast,SMC,1,M Ramasamy,JPS,Justice Party Singapore,6331,24.28,2,lost
1984,Whampoa,SMC,1,Tan Hui Heng Augustine,PAP,People's Action Party,0,,1,won_uncontested
1984,Yio Chu Kang,SMC,1,Lau Ping Sum,PAP,People's Action Party,11977,76.66,1,won
1984,Yio Chu Kang,SMC,1,Munjeet Singh,UPF,United People's Front,3647,23.34,2,lost
1984,Yuhua,SMC,1,Foo Yee Shoon,PAP,People's Action Party,9551,61.43,1,won
1984,Yuhua,SMC,1,Lim Ah Yong,SDP,Singapore Democratic Party,5996,38.57,2,lost
1988,Aljunied,GRC,3,Chin Harn Tong,PAP,People's Action Party,34020,56.33,1,won
1988,Aljunied,GRC,3,Wan Hussin B H Zoohri,PAP,People's Action Party,34020,56.33,1,won
1988,Aljunied,GRC,3,George Yong-Boon Yeo,PAP,People's Action Party,34020,56.33,1,won
1988,Aljunied,GRC,3,Mohamed Jufrie B Mahmood,SDP,Singapore Democratic Party,26375,43.67,2,lost
1988,Aljunied,GRC,3,Neo Choon Aik,SDP,Singapore Democratic Party,26375,43.67,2,lost
1988,Aljunied,GRC,3,Ashleigh Seow Chuan-Hock,SDP,Singapore Democratic Party,26375,43.67,2,lost
1988,Ang Mo Kio,SMC,1,Yeo Toon Chia,PAP,People's Action Party,13365,65.49,1,won
1988,Ang Mo Kio,SMC,1,Ong Kah Seng,NSP,National Solidarity Party,7044,34.51,2,lost
1988,Ayer Rajah,SMC,1,Tan Cheng Bock,PAP,People's Action Party,14824,69.55,1,won
1988,Ayer Rajah,SMC,1,Tan Song Gek,WP,Workers' Party,6489,30.45,2,lost
1988,Bedok,GRC,3,Hong Hai,PAP,People's Action Party,28266,54.92,1,won
1988,Bedok,GRC,3,Ibrahim Othman,PAP,People's Action Party,28266,54.92,1,won
1988,Bedok,GRC,3,S Jayakumar,PAP,People's Action Party,28266,54.92,1,won
1988,Bedok,GRC,3,Gertrude De Gracias,WP,Workers' Party,23203,45.08,2,lost
1988,Bedok,GRC,3,Saraswathy Murugason,WP,Workers' Party,23203,45.08,2,lost
1988,Bedok,GRC,3,Seow Khee Leng,WP,Workers' Party,23203,45.08,2,lost
1988,Boon Lay,SMC,1,Goh Chee Wee,PAP,People's Action Party,11317,71.97,1,won
1988,Boon Lay,SMC,1,Salleh Mohd Bawthan,PKMS,Pertubuhan Kebangsaan Melayu Singapura,4408,28.03,2,lost
1988,Braddell Heights,SMC,1,Goh Choon Kang,PAP,People's Action Party,14862,58.8,1,won
1988,Braddell Heights,SMC,1,Sin Kek Tong,SDP,Singapore Democratic Party,10412,41.2,2,lost
1988,Brickworks,GRC,3,Ahmad Mattar,PAP,People's Action Party,26870,67.43,1,won
1988,Brickworks,GRC,3,Chay Wai Chuen,PAP,People's Action Party,26870,67.43,1,won
1988,Brickworks,GRC,3,Tan Soo Khoon,PAP,People's Action Party,26870,67.43,1,won
1988,Brickworks,GRC,3,J C Corera,WP,Workers' Party,12977,32.57,2,lost
1988,Brickworks,GRC,3,Goh Teng Hoon,WP,Workers' Party,12977,32.57,2,lost
1988,Brickworks,GRC,3,Ismail Yaacob,WP,Workers' Party,12977,32.57,2,lost
1988,Bukit Batok,SMC,1,Ong Chit Chung,PAP,People's Action Party,12873,55.94,1,won
1988,Bukit Batok,SMC,1,Kwan Yue Keng,SDP,Singapore Democratic Party,10139,44.06,2,lost
1988,Bukit Gombak,SMC,1,Seet Ai Mee,PAP,People's Action Party,12661,53.46,1,won
1988,Bukit Gombak,SMC,1,Ling How Doong,SDP,Singapore Democratic Party,11024,46.54,2,lost
1988,Bukit Merah,SMC,1,Lim Chee Onn,PAP,People's Action Party,9414,69.78,1,won
1988,Bukit Merah,SMC,1,Pok Lee Chuen,WP,Workers' Party,4077,30.22,2,lost
1988,Bukit Panjang,SMC,1,Lee Yiok Seng,PAP,People's Action Party,18314,57.29,1,won
1988,Bukit Panjang,SMC,1,Kwek Guan Kwee,SDP,Singapore Democratic Party,9864,30.86,2,lost
1988,Bukit Panjang,SMC,1,Ibrahim Ariff,PKMS,Pertubuhan Kebangsaan Melayu Singapura,3790,11.86,3,lost_deposit
1988,Bukit Timah,SMC,1,Wang Kai Yuen,PAP,People's Action Party,0,,1,won_uncontested
1988,Buona Vista,SMC,1,Peter Sung,PAP,People's Action Party,8859,61.76,1,won
1988,Buona Vista,SMC,1,Low Yong Nguan,SDP,Singapore Democratic Party,5037,35.11,2,lost
1988,Buona Vista,SMC,1,Abdul Karim B Abdul Sattar,PKMS,Pertubuhan Kebangsaan Melayu Singapura,449,3.13,3,lost_deposit
1988,Cairnhill,SMC,1,Wong Kwei Cheong,PAP,People's Action Party,12779,63.98,1,won
1988,Cairnhill,SMC,1,Jimmy Tan Tiang Hoe,SDP,Singapore Democratic Party,7194,36.02,2,lost
1988,Changi,SMC,1,Teo Chong Tee,PAP,People's Action Party,9398,59.37,1,won
1988,Changi,SMC,1,Chiam Yeow Juan,WP,Workers' Party,6431,40.63,2,lost
1988,Cheng San,GRC,3,Chandra Das S,PAP,People's Action Party,0,,1,won_uncontested
1988,Cheng San,GRC,3,Heng Chiang Meng,PAP,People's Action Party,0,,1,won_uncontested
1988,Cheng San,GRC,3,Lee Yock Suan,PAP,People's Action Party,0,,1,won_uncontested
1988,Chua Chu Kang,SMC,1,Low Seow Chay,PAP,People's Action Party,11058,59.28,1,won
1988,Chua Chu Kang,SMC,1,Goh Seng Soon,WP,Workers' Party,7597,40.72,2,lost
1988,Eunos,GRC,3,Chew Heng Ching,PAP,People's Action Party,36500,50.89,1,won
1988,Eunos,GRC,3,Tay Eng Soon,PAP,People's Action Party,36500,50.89,1,won
1988,Eunos,GRC,3,Zulkifli Mohammed,PAP,People's Action Party,36500,50.89,1,won
1988,Eunos,GRC,3,Lee Siew Choh,WP,Workers' Party,35221,49.11,2,lost
1988,Eunos,GRC,3,Mohd Khalit B Md Baboo,WP,Workers' Party,35221,49.11,2,lost
1988,Eunos,GRC,3,Francis Seow,WP,Workers' Party,35221,49.11,2,lost
1988,Fengshan,SMC,1,Arthur Beng Kian Lam,PAP,People's Action Party,9507,57.92,1,won
1988,Fengshan,SMC,1,Chng Chin Siah,WP,Workers' Party,6907,42.08,2,lost
1988,Hong Kah,GRC,3,A Nasser Kamaruddin,PAP,People's Action Party,0,,1,won_uncontested
1988,Hong Kah,GRC,3,John Chen Seow Phun,PAP,People's Action Party,0,,1,won_uncontested
1988,Hong Kah,GRC,3,Yeo Cheow Tong,PAP,People's Action Party,0,,1,won_uncontested
1988,Hougang,SMC,1,Tang Guan Seng,PAP,People's Action Party,11983,58.96,1,won
1988,Hougang,SMC,1,Lim Chiu Liang,WP,Workers' Party,8342,41.04,2,lost
1988,Jalan Besar,GRC,3,Lee Boon Yang,PAP,People's Action Party,31604,62.68,1,won
1988,Jalan Besar,GRC,3,Peh Chin Hua,PAP,People's Action Party,31604,62.68,1,won
1988,Jalan Besar,GRC,3,Sidek Bin Saniff,PAP,People's Action Party,31604,62.68,1,won
1988,Jalan Besar,GRC,3,Marsh Edmund Richard,WP,Workers' Party,18814,37.32,2,lost
1988,Jalan Besar,GRC,3,Mohamed Bin Idris,WP,Workers' Party,18814,37.32,2,lost
1988,Jalan Besar,GRC,3,Toh Keng Thong @ Toh Keng Tong,WP,Workers' Party,18814,37.32,2,lost
1988,Jurong,SMC,1,Ho Kah Leong,PAP,People's Action Party,14769,75.17,1,won
1988,Jurong,SMC,1,Mohamed Awang,PKMS,Pertubuhan Kebangsaan Melayu Singapura,4879,24.83,2,lost
1988,Kallang,SMC,1,S Dhanabalan,PAP,People's Action Party,13097,66.13,1,won
1988,Kallang,SMC,1,A L Sundram,WP,Workers' Party,6707,33.87,2,lost
1988,Kampong Glam,SMC,1,Loh Meng See,PAP,People's Action Party,12525,67.32,1,won
1988,Kampong Glam,SMC,1,Frederick De Wind,WP,Workers' Party,5800,31.17,2,lost
1988,Kampong Glam,SMC,1,M Sani Jan,AI,Angkatan Islam Singapura (Angkasa),280,1.5,3,lost_deposit
1988,Kebun Baru,SMC,1,Lim Boon Heng,PAP,People's Action Party,15734,75.36,1,won
1988,Kebun Baru,SMC,1,Mohamed Affendy Bin Abdul Rahim,NSP,National Solidarity Party,5145,24.64,2,lost
1988,Kim Keat,SMC,1,Ong Teng Cheong,PAP,People's Action Party,10644,73.0,1,won
1988,Kim Keat,SMC,1,Md Shariff Bin Yahya,SDP,Singapore Democratic Party,3937,27.0,2,lost
1988,Kim Seng,SMC,1,Yeo Ning Hong,PAP,People's Action Party,11460,66.9,1,won
1988,Kim Seng,SMC,1,Chin Tian Choo,WP,Workers' Party,5670,33.1,2,lost
1988,Kreta Ayer,SMC,1,Hu Tsu Tau,PAP,People's Action Party,13158,70.5,1,won
1988,Kreta Ayer,SMC,1,Loh Fook Cheong,WP,Workers' Party,5507,29.5,2,lost
1988,Leng Kee,SMC,1,Ow Chin Hock,PAP,People's Action Party,13334,64.96,1,won
1988,Leng Kee,SMC,1,Chua Chwee Huat Peter,WP,Workers' Party,7192,35.04,2,lost
1988,MacPherson,SMC,1,Chua Sian Chin,PAP,People's Action Party,10453,65.98,1,won
1988,MacPherson,SMC,1,Kum Teng Hock,NSP,National Solidarity Party,5390,34.02,2,lost
1988,Marine Parade,GRC,3,Choo Wee Khiang,PAP,People's Action Party,41325,73.81,1,won
1988,Marine Parade,GRC,3,Goh Chok Tong,PAP,People's Action Party,41325,73.81,1,won
1988,Marine Parade,GRC,3,Othman Haron Eusofe,PAP,People's Action Party,41325,73.81,1,won
1988,Marine Parade,GRC,3,A R Suib,JPS,Justice Party Singapore,14660,26.19,2,lost
1988,Marine Parade,GRC,3,M Ramasamy,JPS,Justice Party Singapore,14660,26.19,2,lost
1988,Marine Parade,GRC,3,Theng Chin Eng,JPS,Justice Party Singapore,14660,26.19,2,lost
1988,Moulmein,SMC,1,Sia Khoon Seong,PAP,People's Action Party,11334,66.08,1,won
1988,Moulmein,SMC,1,A Balakrishnan,WP,Workers' Party,5817,33.92,2,lost
1988,Mountbatten,SMC,1,Yap Giau Cheng Eugene,PAP,People's Action Party,12712,78.15,1,won
1988,Mountbatten,SMC,1,Chiam Pan Boon,Independent,,3554,21.85,2,lost
1988,Nee Soon Central,SMC,1,Ng Pock Too,PAP,People's Action Party,13396,57.61,1,won
